client_id,snapshot_id,server_timestamp_ms,recv_time_ms,latency_ms
7,2303,1765483406460,1765483406523,63
7,2303,1765483406460,1765483406540,80
7,2303,1765483406460,1765483406557,97
7,2303,1765483406460,1765483406573,113
7,2303,1765483406460,1765483406590,130
7,2303,1765483406460,1765483406606,146
7,2304,1765483406512,1765483406623,111
7,2304,1765483406512,1765483406640,128
7,2304,1765483406512,1765483406656,144
7,2305,1765483406563,1765483406673,110
7,2305,1765483406563,1765483406690,127
7,2305,1765483406563,1765483406707,144
7,2306,1765483406614,1765483406723,109
7,2306,1765483406614,1765483406739,125
7,2306,1765483406614,1765483406755,141
7,2307,1765483406665,1765483406773,108
7,2307,1765483406665,1765483406790,125
7,2307,1765483406665,1765483406806,141
7,2308,1765483406715,1765483406822,107
7,2308,1765483406715,1765483406839,124
7,2308,1765483406715,1765483406855,140
7,2309,1765483406766,1765483406872,106
7,2309,1765483406766,1765483406889,123
7,2309,1765483406766,1765483406905,139
7,2310,1765483406816,1765483406921,105
7,2310,1765483406816,1765483406938,122
7,2310,1765483406816,1765483406954,138
7,2311,1765483406867,1765483406971,104
7,2311,1765483406867,1765483406988,121
7,2311,1765483406867,1765483407005,138
7,2312,1765483406918,1765483407022,104
7,2312,1765483406918,1765483407039,121
7,2312,1765483406918,1765483407056,138
7,2313,1765483406969,1765483407073,104
7,2313,1765483406969,1765483407090,121
7,2313,1765483406969,1765483407106,137
7,2314,1765483407020,1765483407123,103
7,2314,1765483407020,1765483407139,119
7,2314,1765483407020,1765483407155,135
7,2315,1765483407070,1765483407171,101
7,2315,1765483407070,1765483407187,117
7,2315,1765483407070,1765483407204,134
7,2316,1765483407121,1765483407221,100
7,2316,1765483407121,1765483407237,116
7,2316,1765483407121,1765483407253,132
7,2316,1765483407121,1765483407269,148
7,2317,1765483407172,1765483407285,113
7,2317,1765483407172,1765483407303,131
7,2317,1765483407172,1765483407320,148
7,2318,1765483407223,1765483407337,114
7,2318,1765483407223,1765483407353,130
7,2318,1765483407223,1765483407370,147
7,2319,1765483407274,1765483407387,113
7,2319,1765483407274,1765483407404,130
7,2319,1765483407274,1765483407421,147
7,2320,1765483407324,1765483407437,113
7,2320,1765483407324,1765483407454,130
7,2320,1765483407324,1765483407471,147
7,2321,1765483407375,1765483407487,112
7,2321,1765483407375,1765483407504,129
7,2321,1765483407375,1765483407521,146
7,2322,1765483407426,1765483407538,112
7,2322,1765483407426,1765483407555,129
7,2322,1765483407426,1765483407572,146
7,2323,1765483407477,1765483407588,111
7,2323,1765483407477,1765483407604,127
7,2323,1765483407477,1765483407621,144
7,2324,1765483407528,1765483407638,110
7,2324,1765483407528,1765483407654,126
7,2324,1765483407528,1765483407671,143
7,2325,1765483407579,1765483407688,109
7,2325,1765483407579,1765483407704,125
7,2325,1765483407579,1765483407720,141
7,2326,1765483407630,1765483407736,106
7,2326,1765483407630,1765483407754,124
7,2326,1765483407630,1765483407771,141
7,2327,1765483407681,1765483407788,107
7,2327,1765483407681,1765483407805,124
7,2327,1765483407681,1765483407822,141
7,2328,1765483407731,1765483407839,108
7,2328,1765483407731,1765483407856,125
7,2328,1765483407731,1765483407873,142
7,2329,1765483407782,1765483407890,108
7,2329,1765483407782,1765483407908,126
7,2329,1765483407782,1765483407925,143
7,2330,1765483407833,1765483407941,108
7,2330,1765483407833,1765483407957,124
7,2330,1765483407833,1765483407974,141
7,2331,1765483407884,1765483407990,106
7,2331,1765483407884,1765483408006,122
7,2331,1765483407884,1765483408022,138
7,2332,1765483407936,1765483408039,103
7,2332,1765483407936,1765483408056,120
7,2332,1765483407936,1765483408073,137
7,2333,1765483407987,1765483408089,102
7,2333,1765483407987,1765483408105,118
7,2333,1765483407987,1765483408122,135
7,2334,1765483408037,1765483408138,101
7,2334,1765483408037,1765483408155,118
7,2334,1765483408037,1765483408171,134
7,2335,1765483408088,1765483408188,100
7,2335,1765483408088,1765483408205,117
7,2335,1765483408088,1765483408223,135
7,2336,1765483408138,1765483408241,103
7,2336,1765483408138,1765483408257,119
7,2336,1765483408138,1765483408274,136
7,2337,1765483408189,1765483408291,102
7,2337,1765483408189,1765483408308,119
7,2337,1765483408189,1765483408324,135
7,2337,1765483408189,1765483408341,152
7,2338,1765483408246,1765483408358,112
7,2338,1765483408246,1765483408374,128
7,2338,1765483408246,1765483408391,145
7,2339,1765483408298,1765483408408,110
7,2339,1765483408298,1765483408424,126
7,2339,1765483408298,1765483408440,142
7,2340,1765483408349,1765483408456,107
7,2340,1765483408349,1765483408473,124
7,2340,1765483408349,1765483408490,141
7,2341,1765483408399,1765483408506,107
7,2341,1765483408399,1765483408522,123
7,2341,1765483408399,1765483408538,139
7,2342,1765483408450,1765483408555,105
7,2342,1765483408450,1765483408572,122
7,2342,1765483408450,1765483408589,139
7,2343,1765483408501,1765483408605,104
7,2343,1765483408501,1765483408622,121
7,2343,1765483408501,1765483408638,137
7,2344,1765483408552,1765483408654,102
7,2344,1765483408552,1765483408670,118
7,2344,1765483408552,1765483408688,136
7,2345,1765483408603,1765483408705,102
7,2345,1765483408603,1765483408722,119
7,2345,1765483408603,1765483408738,135
7,2346,1765483408654,1765483408755,101
7,2346,1765483408654,1765483408771,117
7,2346,1765483408654,1765483408788,134
7,2346,1765483408654,1765483408804,150
7,2347,1765483408705,1765483408820,115
7,2347,1765483408705,1765483408836,131
7,2347,1765483408705,1765483408853,148
7,2348,1765483408756,1765483408870,114
7,2348,1765483408756,1765483408887,131
7,2348,1765483408756,1765483408904,148
7,2349,1765483408807,1765483408920,113
7,2349,1765483408807,1765483408936,129
7,2349,1765483408807,1765483408953,146
7,2350,1765483408858,1765483408970,112
7,2350,1765483408858,1765483408986,128
7,2350,1765483408858,1765483409003,145
7,2351,1765483408909,1765483409019,110
7,2351,1765483408909,1765483409036,127
7,2351,1765483408909,1765483409053,144
7,2352,1765483408960,1765483409069,109
7,2352,1765483408960,1765483409085,125
7,2352,1765483408960,1765483409102,142
7,2353,1765483409011,1765483409118,107
7,2353,1765483409011,1765483409135,124
7,2353,1765483409011,1765483409153,142
7,2354,1765483409061,1765483409169,108
7,2354,1765483409061,1765483409185,124
7,2354,1765483409061,1765483409203,142
7,2355,1765483409112,1765483409219,107
7,2355,1765483409112,1765483409236,124
7,2355,1765483409112,1765483409253,141
7,2356,1765483409163,1765483409270,107
7,2356,1765483409163,1765483409287,124
7,2356,1765483409163,1765483409303,140
7,2357,1765483409214,1765483409320,106
7,2357,1765483409214,1765483409337,123
7,2357,1765483409214,1765483409353,139
7,2358,1765483409265,1765483409370,105
