client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent
2,359,359,1766560939599,1766560939612,13,5.0,0,21.2
2,360,360,1766560939650,1766560939650,12,5.7,0,6.1
2,361,361,1766560939701,1766560939702,11,5.33,0,5.8
2,362,362,1766560939753,1766560939753,9,4.9,0,9.4
2,363,363,1766560939804,1766560939804,8,4.51,0,26.0
2,364,364,1766560939855,1766560939855,7,4.16,0,50.0
2,365,365,1766560939906,1766560939906,6,3.84,0,21.3
2,366,366,1766560939957,1766560939957,5,3.56,0,10.0
2,367,367,1766560940007,1766560940008,5,3.3,0,5.5
2,368,368,1766560940063,1766560940063,15,3.47,0,22.4
2,369,369,1766560940115,1766560940115,13,3.32,0,20.0
2,370,370,1766560940166,1766560940166,12,3.09,0,15.5
2,371,371,1766560940217,1766560940217,10,2.88,0,9.5
2,372,372,1766560940268,1766560940268,9,2.69,0,11.1
2,373,373,1766560940319,1766560940319,8,2.52,0,22.4
2,374,374,1766560940370,1766560940370,9,2.37,0,6.1
2,375,375,1766560940420,1766560940420,9,2.14,0,2.0
2,376,376,1766560940471,1766560940471,7,2.02,0,17.2
2,377,377,1766560940522,1766560940522,6,1.92,0,14.3
2,378,378,1766560940573,1766560940573,6,1.83,0,18.9
2,379,379,1766560940624,1766560940624,7,1.74,0,23.5
2,380,380,1766560940675,1766560940675,4,1.67,0,5.9
2,381,381,1766560940726,1766560940726,2,1.6,0,10.8
2,382,382,1766560940776,1766560940776,3,1.44,0,4.0
2,383,383,1766560940827,1766560940827,2,1.4,0,5.8
2,384,384,1766560940878,1766560940879,16,1.46,0,5.2
2,385,385,1766560940929,1766560940929,14,1.31,0,3.5
2,386,386,1766560940980,1766560940980,12,1.28,0,7.9
2,387,387,1766560941031,1766560941031,11,1.25,0,12.7
2,388,388,1766560941082,1766560941082,10,1.23,0,8.7
2,389,389,1766560941133,1766560941133,10,1.21,0,1.6
2,390,390,1766560941184,1766560941185,8,1.28,0,12.0
2,391,391,1766560941235,1766560941235,7,1.16,0,4.0
2,392,392,1766560941286,1766560941286,7,1.14,0,2.7
2,393,393,1766560941336,1766560941337,6,1.13,0,16.7
2,394,394,1766560941387,1766560941388,5,1.11,0,7.2
2,395,395,1766560941438,1766560941439,4,1.1,0,16.0
2,396,396,1766560941489,1766560941489,1,0.99,0,7.0
2,397,397,1766560941540,1766560941541,16,1.09,0,10.8
2,398,398,1766560941591,1766560941591,16,0.98,0,8.1
2,399,399,1766560941642,1766560941643,15,1.09,0,13.5
2,400,400,1766560941694,1766560941694,14,1.08,0,14.5
2,401,401,1766560941744,1766560941744,12,0.97,0,7.4
2,402,402,1766560941795,1766560941795,11,0.97,0,9.1
2,403,403,1766560941846,1766560941846,11,0.98,0,7.6
2,404,404,1766560941897,1766560941897,10,0.98,0,9.1
2,405,405,1766560941948,1766560941948,8,0.98,0,11.1
2,406,406,1766560941999,1766560941999,8,0.98,0,6.9
2,407,407,1766560942049,1766560942050,8,0.98,0,23.1
2,408,408,1766560942100,1766560942100,5,0.89,0,14.0
2,409,409,1766560942151,1766560942151,5,0.9,0,21.7
2,410,410,1766560942202,1766560942202,3,0.91,0,10.6
2,411,411,1766560942254,1766560942254,3,1.02,0,12.0
2,412,412,1766560942305,1766560942305,1,1.01,0,12.0
