client_id,snapshot_id,server_timestamp_ms,recv_time_ms,latency_ms
8,2399,1765483411350,1765483411451,101
8,2399,1765483411350,1765483411467,117
8,2399,1765483411350,1765483411484,134
8,2400,1765483411400,1765483411500,100
8,2400,1765483411400,1765483411516,116
8,2400,1765483411400,1765483411533,133
8,2400,1765483411400,1765483411550,150
8,2401,1765483411452,1765483411566,114
8,2401,1765483411452,1765483411583,131
8,2401,1765483411452,1765483411600,148
8,2402,1765483411502,1765483411617,115
8,2402,1765483411502,1765483411634,132
8,2402,1765483411502,1765483411651,149
8,2403,1765483411553,1765483411668,115
8,2403,1765483411553,1765483411684,131
8,2403,1765483411553,1765483411701,148
8,2404,1765483411604,1765483411718,114
8,2404,1765483411604,1765483411734,130
8,2404,1765483411604,1765483411751,147
8,2405,1765483411654,1765483411767,113
8,2405,1765483411654,1765483411784,130
8,2405,1765483411654,1765483411801,147
8,2406,1765483411705,1765483411817,112
8,2406,1765483411705,1765483411834,129
8,2406,1765483411705,1765483411850,145
8,2407,1765483411756,1765483411867,111
8,2407,1765483411756,1765483411884,128
8,2407,1765483411756,1765483411901,145
8,2408,1765483411808,1765483411918,110
8,2408,1765483411808,1765483411934,126
8,2408,1765483411808,1765483411950,142
8,2409,1765483411859,1765483411967,108
8,2409,1765483411859,1765483411984,125
8,2409,1765483411859,1765483412001,142
8,2410,1765483411910,1765483412018,108
8,2410,1765483411910,1765483412035,125
8,2410,1765483411910,1765483412050,140
8,2411,1765483411961,1765483412066,105
8,2411,1765483411961,1765483412083,122
8,2411,1765483411961,1765483412100,139
8,2412,1765483412011,1765483412116,105
8,2412,1765483412011,1765483412133,122
8,2412,1765483412011,1765483412150,139
8,2413,1765483412063,1765483412166,103
8,2413,1765483412063,1765483412183,120
8,2413,1765483412063,1765483412200,137
8,2414,1765483412113,1765483412217,104
8,2414,1765483412113,1765483412233,120
8,2414,1765483412113,1765483412250,137
8,2415,1765483412164,1765483412268,104
8,2415,1765483412164,1765483412283,119
8,2415,1765483412164,1765483412299,135
8,,1765483412215,1765483412315,100
8,,1765483412215,1765483412332,117
8,,1765483412215,1765483412350,135
8,,1765483412215,1765483412365,150
8,,1765483412215,1765483412382,167
8,,1765483412215,1765483412399,184
8,,1765483412215,1765483412416,201
8,,1765483412215,1765483412431,216
8,,1765483412215,1765483412448,233
8,,1765483412215,1765483412464,249
8,,1765483412215,1765483412481,266
8,,1765483412215,1765483412498,283
8,,1765483412215,1765483412514,299
8,,1765483412215,1765483412531,316
8,,1765483412215,1765483412547,332
8,,1765483412215,1765483412564,349
8,,1765483412215,1765483412580,365
8,,1765483412215,1765483412597,382
8,,1765483412215,1765483412614,399
8,,1765483412215,1765483412630,415
8,,1765483412215,1765483412646,431
8,,1765483412215,1765483412663,448
8,,1765483412215,1765483412679,464
8,,1765483412215,1765483412695,480
8,,1765483412215,1765483412711,496
8,,1765483412215,1765483412727,512
8,,1765483412215,1765483412744,529
8,,1765483412215,1765483412761,546
8,,1765483412215,1765483412777,562
8,,1765483412215,1765483412793,578
8,,1765483412215,1765483412810,595
8,,1765483412215,1765483412827,612
8,,1765483412215,1765483412842,627
8,,1765483412215,1765483412859,644
8,,1765483412215,1765483412875,660
8,,1765483412215,1765483412891,676
8,,1765483412215,1765483412907,692
8,,1765483412215,1765483412924,709
8,,1765483412215,1765483412941,726
8,,1765483412215,1765483412957,742
8,,1765483412215,1765483412974,759
8,,1765483412215,1765483412992,777
8,,1765483412215,1765483413008,793
8,,1765483412215,1765483413025,810
8,,1765483412215,1765483413041,826
8,,1765483412215,1765483413057,842
8,,1765483412215,1765483413074,859
8,,1765483412215,1765483413091,876
8,,1765483412215,1765483413107,892
8,,1765483412215,1765483413124,909
8,,1765483412215,1765483413141,926
8,,1765483412215,1765483413158,943
8,,1765483412215,1765483413174,959
8,,1765483412215,1765483413192,977
8,,1765483412215,1765483413209,994
8,,1765483412215,1765483413225,1010
8,,1765483412215,1765483413241,1026
8,,1765483412215,1765483413258,1043
8,,1765483412215,1765483413274,1059
8,,1765483412215,1765483413291,1076
8,,1765483412215,1765483413308,1093
8,,1765483412215,1765483413325,1110
8,,1765483412215,1765483413343,1128
8,,1765483412215,1765483413359,1144
8,,1765483412215,1765483413376,1161
8,,1765483412215,1765483413392,1177
8,,1765483412215,1765483413408,1193
8,,1765483412215,1765483413424,1209
8,,1765483412215,1765483413440,1225
8,,1765483412215,1765483413457,1242
8,,1765483412215,1765483413474,1259
8,,1765483412215,1765483413491,1276
8,,1765483412215,1765483413507,1292
8,,1765483412215,1765483413523,1308
8,,1765483412215,1765483413540,1325
8,,1765483412215,1765483413556,1341
8,,1765483412215,1765483413572,1357
8,,1765483412215,1765483413589,1374
8,,1765483412215,1765483413605,1390
8,,1765483412215,1765483413622,1407
8,,1765483412215,1765483413639,1424
8,,1765483412215,1765483413655,1440
8,,1765483412215,1765483413672,1457
8,,1765483412215,1765483413689,1474
8,,1765483412215,1765483413706,1491
8,,1765483412215,1765483413723,1508
8,,1765483412215,1765483413740,1525
8,,1765483412215,1765483413757,1542
8,,1765483412215,1765483413773,1558
8,,1765483412215,1765483413789,1574
8,,1765483412215,1765483413805,1590
8,,1765483412215,1765483413822,1607
8,,1765483412215,1765483413838,1623
8,,1765483412215,1765483413854,1639
8,,1765483412215,1765483413871,1656
8,,1765483412215,1765483413886,1671
8,,1765483412215,1765483413903,1688
8,,1765483412215,1765483413920,1705
8,,1765483412215,1765483413937,1722
8,,1765483412215,1765483413954,1739
8,,1765483412215,1765483413970,1755
8,,1765483412215,1765483413987,1772
8,,1765483412215,1765483414004,1789
8,,1765483412215,1765483414020,1805
8,,1765483412215,1765483414036,1821
8,,1765483412215,1765483414053,1838
8,,1765483412215,1765483414069,1854
8,,1765483412215,1765483414085,1870
8,,1765483412215,1765483414102,1887
8,,1765483412215,1765483414119,1904
8,,1765483412215,1765483414135,1920
8,,1765483412215,1765483414151,1936
8,,1765483412215,1765483414167,1952
8,,1765483412215,1765483414185,1970
8,,1765483412215,1765483414203,1988
8,,1765483412215,1765483414219,2004
8,,1765483412215,1765483414236,2021
8,,1765483412215,1765483414253,2038
8,,1765483412215,1765483414269,2054
8,,1765483412215,1765483414286,2071
8,,1765483412215,1765483414303,2088
8,,1765483412215,1765483414320,2105
8,,1765483412215,1765483414337,2122
8,,1765483412215,1765483414354,2139
8,,1765483412215,1765483414371,2156
8,,1765483412215,1765483414387,2172
8,,1765483412215,1765483414404,2189
8,,1765483412215,1765483414421,2206
8,,1765483412215,1765483414436,2221
8,,1765483412215,1765483414453,2238
8,,1765483412215,1765483414470,2255
8,,1765483412215,1765483414487,2272
8,,1765483412215,1765483414504,2289
8,,1765483412215,1765483414520,2305
8,,1765483412215,1765483414537,2322
8,,1765483412215,1765483414553,2338
8,,1765483412215,1765483414569,2354
8,,1765483412215,1765483414586,2371
8,,1765483412215,1765483414603,2388
8,,1765483412215,1765483414620,2405
8,,1765483412215,1765483414637,2422
8,,1765483412215,1765483414654,2439
8,,1765483412215,1765483414670,2455
8,,1765483412215,1765483414687,2472
8,,1765483412215,1765483414703,2488
8,,1765483412215,1765483414719,2504
8,,1765483412215,1765483414736,2521
8,,1765483412215,1765483414751,2536
8,,1765483412215,1765483414767,2552
8,,1765483412215,1765483414784,2569
8,,1765483412215,1765483414801,2586
8,,1765483412215,1765483414817,2602
8,,1765483412215,1765483414834,2619
8,,1765483412215,1765483414850,2635
8,,1765483412215,1765483414867,2652
8,,1765483412215,1765483414884,2669
8,,1765483412215,1765483414901,2686
8,,1765483412215,1765483414918,2703
8,,1765483412215,1765483414934,2719
8,,1765483412215,1765483414951,2736
8,,1765483412215,1765483414968,2753
8,,1765483412215,1765483414985,2770
8,,1765483412215,1765483415003,2788
8,,1765483412215,1765483415019,2804
8,,1765483412215,1765483415035,2820
8,,1765483412215,1765483415052,2837
8,,1765483412215,1765483415068,2853
8,,1765483412215,1765483415084,2869
8,,1765483412215,1765483415100,2885
8,,1765483412215,1765483415116,2901
8,,1765483412215,1765483415133,2918
