client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent
3,557,557,1766560411932,1766560411962,31,4.9,0,16.2
3,558,558,1766560411983,1766560411984,12,7.21,0,52.2
3,559,559,1766560412037,1766560412037,9,6.79,0,30.4
3,560,560,1766560412089,1766560412089,9,6.31,0,22.0
3,561,561,1766560412140,1766560412140,10,5.78,0,26.2
3,562,562,1766560412190,1766560412191,10,5.3,0,8.5
3,563,563,1766560412241,1766560412242,8,4.87,0,8.3
3,564,564,1766560412292,1766560412292,6,4.38,0,3.0
3,565,565,1766560412343,1766560412343,4,4.05,0,23.5
3,566,566,1766560412394,1766560412394,3,3.74,0,14.5
3,567,567,1766560412445,1766560412446,1,3.57,0,22.2
3,568,568,1766560412497,1766560412497,16,3.31,0,23.3
3,569,569,1766560412548,1766560412548,15,3.08,0,16.7
3,570,570,1766560412599,1766560412599,16,2.87,0,20.0
3,571,571,1766560412650,1766560412651,16,2.78,0,23.3
3,572,572,1766560412702,1766560412702,14,2.61,0,23.5
3,573,573,1766560412753,1766560412753,14,2.45,0,11.6
3,574,574,1766560412804,1766560412804,12,2.3,0,13.5
3,575,575,1766560412855,1766560412856,12,2.27,0,21.2
3,576,576,1766560412906,1766560412907,11,2.14,0,28.8
3,583,583,1766560413266,1766560413301,35,42.62,0,26.7
3,584,584,1766560413317,1766560413317,1,41.76,0,17.6
3,585,585,1766560413368,1766560413368,1,37.68,0,17.8
3,586,586,1766560413419,1766560413419,0,34.02,0,5.8
3,587,587,1766560413470,1766560413470,15,30.71,0,17.1
3,588,588,1766560413521,1766560413521,14,27.74,0,24.4
3,589,589,1766560413572,1766560413573,14,25.17,0,25.0
3,590,590,1766560413623,1766560413623,14,22.65,0,17.9
3,591,591,1766560413674,1766560413674,13,20.49,0,13.3
3,592,592,1766560413724,1766560413725,12,18.54,0,11.1
3,593,593,1766560413775,1766560413776,11,16.78,0,9.3
3,594,594,1766560413826,1766560413827,9,15.21,0,28.6
3,595,595,1766560413877,1766560413877,8,13.69,0,14.9
3,596,596,1766560413928,1766560413929,8,12.52,0,12.3
3,597,597,1766560413979,1766560413979,8,11.26,0,19.6
3,598,598,1766560414030,1766560414030,5,10.24,0,10.2
3,599,599,1766560414081,1766560414081,2,9.31,0,16.3
3,600,600,1766560414132,1766560414132,2,8.48,0,21.2
3,601,601,1766560414183,1766560414183,3,7.73,0,12.8
3,602,602,1766560414250,1766560414250,3,8.66,0,14.4
3,603,603,1766560414304,1766560414304,17,8.2,0,41.2
3,604,604,1766560414356,1766560414356,14,7.58,0,62.5
3,605,605,1766560414407,1766560414407,13,6.92,0,40.8
3,606,606,1766560414458,1766560414458,11,6.33,0,13.3
3,607,607,1766560414509,1766560414509,10,5.79,0,21.4
3,608,608,1766560414560,1766560414560,9,5.31,0,19.0
3,609,609,1766560414610,1766560414611,7,4.88,0,18.4
3,610,610,1766560414662,1766560414662,7,4.49,0,23.3
3,611,611,1766560414712,1766560414713,7,4.15,0,8.9
3,612,612,1766560414766,1766560414766,3,4.03,0,7.3
3,613,613,1766560414818,1766560414818,1,3.83,0,29.3
3,614,614,1766560414869,1766560414869,13,3.54,0,37.3
