client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent
4,64,64,1766560360816,1766560360837,22,5.0,0,22.5
4,65,65,1766560360867,1766560360867,3,6.5,0,34.2
4,66,66,1766560360918,1766560360918,2,5.95,0,36.2
4,67,67,1766560360969,1766560360969,15,5.46,0,33.8
4,68,68,1766560361020,1766560361020,13,5.01,0,42.6
4,69,69,1766560361071,1766560361071,13,4.61,0,23.5
4,70,70,1766560361122,1766560361122,12,4.25,0,14.3
4,71,71,1766560361173,1766560361174,9,4.02,0,18.8
4,72,72,1766560361224,1766560361224,8,3.62,0,28.8
4,73,73,1766560361275,1766560361276,7,3.46,0,19.6
4,74,74,1766560361327,1766560361327,4,3.21,0,29.7
4,75,75,1766560361378,1766560361378,4,2.99,0,17.1
4,76,76,1766560361431,1766560361432,17,3.09,0,32.9
4,77,77,1766560361484,1766560361491,15,3.68,0,24.5
4,78,78,1766560361538,1766560361538,11,3.61,0,22.9
4,79,79,1766560361591,1766560361591,8,3.55,0,47.7
4,80,80,1766560361642,1766560361642,6,3.3,0,26.7
4,81,81,1766560361693,1766560361693,6,3.07,0,33.9
4,82,82,1766560361745,1766560361745,3,2.96,0,33.3
4,83,83,1766560361797,1766560361797,15,2.87,0,16.4
4,84,84,1766560361848,1766560361848,15,2.68,0,20.0
4,85,85,1766560361899,1766560361899,14,2.51,0,22.6
4,86,86,1766560361950,1766560361950,15,2.36,0,24.2
4,87,87,1766560362001,1766560362001,14,2.22,0,81.2
4,88,88,1766560362053,1766560362053,12,2.2,0,30.0
4,89,89,1766560362104,1766560362104,9,2.08,0,29.5
4,90,90,1766560362155,1766560362155,7,1.97,0,20.7
4,91,91,1766560362205,1766560362206,6,1.88,0,30.2
4,92,92,1766560362256,1766560362256,5,1.69,0,24.6
4,93,93,1766560362307,1766560362307,1,1.62,0,26.0
4,94,94,1766560362358,1766560362359,16,1.66,0,20.0
4,95,95,1766560362410,1766560362410,14,1.59,0,21.2
4,96,96,1766560362460,1766560362461,16,1.53,0,21.9
4,97,97,1766560362511,1766560362511,15,1.38,0,25.5
4,98,98,1766560362562,1766560362562,15,1.34,0,31.1
4,99,99,1766560362613,1766560362613,16,1.31,0,23.5
4,100,100,1766560362664,1766560362664,15,1.28,0,20.9
4,101,101,1766560362715,1766560362716,13,1.35,0,30.8
4,102,102,1766560362766,1766560362767,10,1.31,0,17.9
4,103,103,1766560362817,1766560362818,9,1.28,0,23.4
4,104,104,1766560362868,1766560362869,7,1.25,0,26.6
4,105,105,1766560362919,1766560362920,5,1.23,0,44.7
4,106,106,1766560362971,1766560362971,1,1.21,0,35.8
4,107,107,1766560363022,1766560363022,1,1.19,0,46.7
4,108,108,1766560363073,1766560363074,17,1.27,0,50.7
4,109,109,1766560363128,1766560363128,11,1.54,0,22.4
4,110,110,1766560363178,1766560363179,11,1.49,0,16.3
4,111,111,1766560363229,1766560363229,10,1.34,0,17.6
4,112,112,1766560363280,1766560363280,9,1.3,0,36.4
4,113,113,1766560363332,1766560363332,5,1.37,0,40.7
4,114,114,1766560363385,1766560363385,3,1.54,0,57.4
4,115,115,1766560363436,1766560363437,2,1.58,0,30.8
4,116,116,1766560363488,1766560363488,1,1.52,0,23.2
4,117,117,1766560363540,1766560363540,16,1.57,0,36.9
4,118,118,1766560363591,1766560363592,14,1.61,0,16.7
4,119,119,1766560363643,1766560363643,12,1.55,0,29.2
4,120,120,1766560363694,1766560363694,9,1.5,0,19.0
4,121,121,1766560363745,1766560363745,9,1.45,0,31.0
4,122,122,1766560363797,1766560363797,5,1.5,0,57.4
4,123,123,1766560363849,1766560363849,3,1.55,0,57.7
4,124,124,1766560363900,1766560363900,1,1.5,0,53.3
4,125,125,1766560363951,1766560363951,15,1.45,0,15.3
4,126,126,1766560364002,1766560364002,12,1.4,0,12.5
4,127,127,1766560364053,1766560364053,11,1.36,0,31.1
4,128,128,1766560364105,1766560364105,10,1.43,0,43.4
4,129,129,1766560364156,1766560364156,10,1.38,0,14.8
4,130,130,1766560364207,1766560364208,8,1.45,0,30.4
4,131,131,1766560364259,1766560364259,6,1.4,0,25.0
4,132,132,1766560364310,1766560364310,5,1.36,0,20.0
4,133,133,1766560364362,1766560364362,3,1.42,0,36.7
4,134,134,1766560364414,1766560364414,1,1.48,0,25.0
4,135,135,1766560364465,1766560364465,16,1.43,0,27.8
4,136,136,1766560364516,1766560364517,16,1.49,0,37.1
4,137,137,1766560364569,1766560364569,13,1.54,0,41.7
4,138,138,1766560364620,1766560364620,14,1.49,0,34.3
4,139,139,1766560364672,1766560364673,11,1.64,0,36.6
4,140,140,1766560364724,1766560364724,8,1.57,0,29.2
4,141,141,1766560364775,1766560364775,7,1.52,0,15.7
4,142,142,1766560364825,1766560364826,7,1.47,0,38.8
4,143,143,1766560364877,1766560364877,7,1.42,0,35.3
4,144,144,1766560364929,1766560364930,4,1.58,0,19.7
4,145,145,1766560364981,1766560364981,2,1.52,0,27.1
4,146,146,1766560365032,1766560365032,16,1.47,0,25.4
4,147,147,1766560365083,1766560365083,16,1.42,0,24.5
4,148,148,1766560365134,1766560365134,14,1.38,0,14.5
4,149,149,1766560365185,1766560365186,13,1.44,0,16.7
4,150,150,1766560365237,1766560365238,13,1.5,0,30.6
4,151,151,1766560365288,1766560365288,13,1.35,0,23.3
4,152,152,1766560365339,1766560365339,14,1.31,0,13.6
4,153,153,1766560365390,1766560365390,12,1.28,0,9.1
4,154,154,1766560365441,1766560365441,11,1.25,0,22.0
4,155,155,1766560365492,1766560365492,11,1.23,0,11.4
4,156,156,1766560365543,1766560365543,10,1.2,0,24.4
4,157,157,1766560365595,1766560365595,7,1.28,0,2.6
4,158,158,1766560365645,1766560365646,7,1.26,0,13.5
4,159,159,1766560365696,1766560365696,7,1.13,0,7.7
4,160,160,1766560365747,1766560365747,5,1.12,0,24.5
4,161,161,1766560365798,1766560365798,5,1.11,0,7.2
4,162,162,1766560365848,1766560365849,6,1.1,0,13.3
4,163,163,1766560365899,1766560365900,4,1.09,0,16.7
4,164,164,1766560365950,1766560365950,4,0.98,0,22.7
4,165,165,1766560366001,1766560366001,3,0.98,0,13.6
4,166,166,1766560366052,1766560366052,16,0.98,0,11.5
4,167,167,1766560366102,1766560366103,17,0.98,0,13.0
4,168,168,1766560366153,1766560366154,16,0.98,0,6.7
4,169,169,1766560366204,1766560366205,16,0.99,0,14.9
4,170,170,1766560366256,1766560366256,13,0.99,0,15.1
4,171,171,1766560366306,1766560366307,14,0.99,0,10.5
4,172,172,1766560366357,1766560366357,12,0.89,0,17.5
4,173,173,1766560366408,1766560366408,12,0.9,0,7.1
4,174,174,1766560366459,1766560366459,12,0.91,0,14.3
4,175,175,1766560366510,1766560366510,9,0.92,0,22.2
4,176,176,1766560366562,1766560366562,7,1.03,0,20.9
4,177,177,1766560366613,1766560366613,6,1.03,0,11.5
4,178,178,1766560366663,1766560366663,5,0.92,0,10.3
4,179,179,1766560366714,1766560366714,3,0.93,0,16.7
4,180,180,1766560366765,1766560366766,2,1.04,0,13.6
4,181,181,1766560366816,1766560366817,2,1.03,0,7.0
4,182,182,1766560366868,1766560366868,1,1.03,0,10.2
4,183,183,1766560366918,1766560366919,17,1.03,0,12.5
4,184,184,1766560366970,1766560366970,17,1.02,0,7.5
4,185,185,1766560367021,1766560367021,16,1.02,0,22.6
4,186,186,1766560367072,1766560367072,15,1.02,0,10.4
4,187,187,1766560367123,1766560367124,13,1.12,0,6.7
4,188,188,1766560367175,1766560367175,12,1.11,0,22.6
4,189,189,1766560367226,1766560367226,11,1.1,0,13.0
4,190,190,1766560367277,1766560367277,9,1.09,0,21.3
4,191,191,1766560367328,1766560367329,10,1.18,0,44.0
4,192,192,1766560367380,1766560367380,12,1.16,0,23.4
4,193,193,1766560367431,1766560367431,10,1.14,0,20.0
4,194,194,1766560367482,1766560367482,9,1.13,0,25.0
4,195,195,1766560367532,1766560367533,8,1.12,0,18.2
4,196,196,1766560367583,1766560367583,9,1.0,0,19.1
4,197,197,1766560367634,1766560367634,9,1.0,0,14.3
4,198,198,1766560367685,1766560367685,8,1.0,0,16.9
4,199,199,1766560367736,1766560367736,7,1.0,0,37.8
4,200,200,1766560367787,1766560367787,5,1.0,0,13.0
4,201,201,1766560367839,1766560367839,4,1.1,0,21.9
4,202,202,1766560367891,1766560367892,2,1.29,0,22.0
4,203,203,1766560367942,1766560367943,17,1.26,0,30.1
4,204,204,1766560367994,1766560367995,15,1.34,0,13.8
4,205,205,1766560368046,1766560368046,12,1.3,0,22.5
4,206,206,1766560368098,1766560368099,10,1.47,0,22.4
4,207,207,1766560368150,1766560368150,9,1.43,0,21.4
4,208,208,1766560368202,1766560368202,7,1.48,0,27.6
4,209,209,1766560368253,1766560368253,5,1.43,0,14.0
4,210,210,1766560368303,1766560368304,6,1.39,0,22.2
4,211,211,1766560368355,1766560368355,3,1.35,0,15.1
4,212,212,1766560368406,1766560368406,1,1.32,0,33.3
4,213,213,1766560368457,1766560368457,15,1.29,0,22.4
4,214,214,1766560368508,1766560368508,14,1.26,0,27.3
4,215,215,1766560368559,1766560368560,13,1.33,0,34.6
4,216,216,1766560368611,1766560368611,10,1.3,0,23.9
4,217,217,1766560368662,1766560368662,7,1.27,0,27.0
4,218,218,1766560368714,1766560368714,5,1.34,0,24.4
4,219,219,1766560368765,1766560368766,4,1.41,0,35.0
4,220,220,1766560368817,1766560368817,1,1.37,0,27.7
4,221,221,1766560368868,1766560368868,16,1.33,0,29.2
4,222,222,1766560368919,1766560368919,15,1.3,0,25.7
4,223,223,1766560368970,1766560368970,16,1.27,0,43.1
4,224,224,1766560369021,1766560369021,14,1.24,0,57.1
4,225,225,1766560369072,1766560369072,11,1.22,0,44.2
4,226,226,1766560369123,1766560369123,9,1.19,0,19.6
4,227,227,1766560369174,1766560369174,9,1.18,0,38.1
4,228,228,1766560369225,1766560369225,11,1.16,0,24.0
4,229,229,1766560369276,1766560369276,10,1.14,0,37.1
4,230,230,1766560369327,1766560369327,10,1.13,0,27.6
4,231,231,1766560369378,1766560369378,9,1.12,0,17.5
4,232,232,1766560369429,1766560369429,9,1.1,0,13.8
4,233,233,1766560369480,1766560369480,7,1.09,0,27.7
4,234,234,1766560369531,1766560369531,6,1.08,0,28.0
4,235,235,1766560369582,1766560369582,6,1.08,0,41.1
4,236,236,1766560369634,1766560369634,2,1.17,0,24.4
4,237,237,1766560369685,1766560369685,1,1.15,0,24.5
4,238,238,1766560369738,1766560369738,17,1.34,0,29.5
4,239,239,1766560369788,1766560369789,1,1.3,0,18.9
4,240,240,1766560369840,1766560369840,16,1.27,0,37.0
4,241,241,1766560369890,1766560369891,17,1.24,0,33.3
4,242,242,1766560369941,1766560369942,16,1.22,0,17.1
4,243,243,1766560369993,1766560369993,13,1.2,0,15.2
4,244,244,1766560370044,1766560370044,12,1.18,0,17.5
4,245,245,1766560370094,1766560370095,14,1.16,0,19.5
4,246,246,1766560370145,1766560370145,12,1.04,0,22.0
